flow_pktlen,label
"[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 656, 1460, 249, -32, -20, -443, -2940, 32, 20, 20, -20]",web
"[32, -32, -32, -32]",web
"[32, -32, 20, 537, -2900, -1094, 20, 178, -71, 1420, 1420, 1420, 1420, 760, -20, -20, -4340, -1201, 20]",web
"[32, -32, 20, 537, -20, -4900, -1120, 20, 84, 118, 459, -20, -20, -166, -91, -20, -4900, -291, 20, 51, -20]",web
"[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 1460, 877, -32, -20, -656, 20, 20, -20]",web
"[32, -32, 20, 537, -20, -4900, 20, -1120, 84, 118, 435, -20, -20, -166, -91, 20, 51, -20, -2460, -308, 20, -20, 116, -20, -2460, 20, -9780, 20, -808, 20, 94, -20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -2460, 20, -672, 20]",web
"[32, -32, 20, 537, -119, 405, -2900, -1229, 20, 94, 634, -20, -123, -803, 20, 1420, 487, -20, -18740, 20, -10100, -780, 20, -47, 20]",web
"[32, -32, 20, 537, -20, -4400, -1350, 20, 178, 125, 507, -20, -20, -362, -89, 20, 58, -58, 20, -1480, -73, -58, 20]",web
"[32, -32, 20, 537, -20, -5780, -419, 20, 178, 125, 463, -20, -20, -362, -89, 20, 58, -10100, -115, -58, 20, 118, -20, -20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -888, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -1460, 20, -1460, -1460, -631, -937, -58, 20, 118, -20, -15860, -532, -58, 20]",web
"[20, -20, 20, -51, -237, 32, 20]",web
"[32, -32, 20, 537, -20, -1460, -1460, -1460, -1460, -209, 20, 178, 125, 480, -20, -362, -89, 20, 58, -15860, -1302, -2900, 20, -2900, 20, -4340, 20, -1460, -1460, -1460, -1460, -1460, -525, 20]",web
"[32, -32, 20, 537, -20, -5780, -419, 20, 178, 125, 572, -20, -20, -362, -89, 20, 58, -58, 20, -1269, -58, 20]",web
"[32, -32, 20, 537, -5860, -1322, 20, 178, -71, 656, 1460, 310, -32, -20, -1480, -35, 20, 20, -20]",web
"[-66, -51, -20, 20, 20, -20]",web
"[-51, -20, 20, 20, -20]",web
"[21, -32]",web
"[-20, 20]",web
"[20, -20, 20, -237, -51, 20]",web
"[32, -28, 20, 22, 71, -20, -20, -181, 20, -20, -20, 20]",web
"[32, -32, 20, 537, -5860, -475, 20, 178, -71, 877, -629, 20]",web
"[32, -32, 20, 537, -20, -1480, -1480, -1480, -1480, -475, 20, 178, -71, 1282, 1460, 1460, 1460, 1460, 1460, 1460, 931, -20, -20, -20, -20, -780]",web
"[21, -32]",web
"[32, -32, 20, 537, -20, -2940, -734, 20, 100, 664]",web
[32],web
"[32, -32, 20, 537, -20, -1456, -1456, -1456, -990, 20, 84, 118, 1460, 1460, 1032]",web
"[-20, 20]",web
"[32, -28, 20, 22, 48, -20, -20, -141, 20, -20, 20]",web
"[32, -28, 20, 22, 48, -20, -20, -208, 20, -20, 20]",web
"[1460, 1460, 1460, 1460, 1460, 1006, 1460, 1460, 1460, 1460, 1460, 1345, -20, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1163, 1460, 1460, 1460, 1460, 136, -20, -20, -20, -20, -20, -948, 20, 20, -20]",web
"[1460, 1460, 1460, 1460, 1460, 1006, 1460, 1460, 1460, 1460, 1460, 337, -20, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1161, -20, -20, -20, -918, 20]",web
"[1460, 1460, 1460, 1460, 983, 66, -20, -20, -20, -20, -20, -66, 20, -2940, -737, -106, -2940, -1234, -493, -2940, -1178, -108, -2940, -1234, 20, -1000, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -2940, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -1234, -72, 20, -1480, -1480, -1178, -108, -2940, -1232, -2940, -1178, -108, -2940, -401, -58, 20, 62, -20, 1460, 1460, 1460, 1460, 1460, 408, 1460, 450, -20, -20, -20, -20, -20, -20, -20, -20, -2940, -429, 20]",web
"[32, -32, 20, 607, -20, -5860, -1216, 20, 178, -20, -362, -89, 20]",web
"[32, -32, 20, 537, -20, -1460, -1460, -720, 20, 146, 125, 511, -20, -294, -20, -20, -88, -58, -364, -1460, -824, -1460, -680, 20, 58, 116, 116, 126, 127, 126, 123, -20, 63, 63, 63, 63, 63, 63, -20, -356, -1460, -1050, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -5780, -8660, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -20, -20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -12980, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -8660, -5780, 20, -2900, 20, -2900, 20, -2900, 20, -1460, -2900, 20, -2900, 20, -2900, 20, -1460, -1460, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -2900, 20, -1460, 20, -2900, 20, -1460, -1299, 20]",web
"[32, -32, 20, 537, -1480, -1480, -1480, -452, -1480, 32, 20, 32, 32, 20, 113, -71, -89, 20]",web
"[254, 59, 108, -20, -20, -59, -20, -1371, -53, -51, 20, 55, -20, -1480, -223, -53, -51, 20, 110, -20, -1357, -53, -51, 20, 1480, 556, -20, -1480, -466, -713, -51, 20, 335, -20, 219, -20, -416, -51, 20, 290, 330, -20, -20, -1480, -82, -53, -51, -1480, -82, -53, -51, 20, -1480, -261, -53, -51, 20, 280, -20, -1480, -83, -53, -51, 20, 232, -1480, -82, -53, -51, 20, 313, 103, -1480, -82, -53, -51, 20, -1480, -429, -2940, -1150, -2940, -1203, -1480, -646, 20, 254, 104, -20, -1480, -428, -722, -51, 20, 279, 279, -1480, -223, -53, -51, 20, -1480, -83, -53, -51, 20, -1480, -83, -53, -51, 20, 331, -1480, -82, -53, -51, 20, 314, -1480, -82, -53, -51, 20, 267, -20, -1480, -262, -84, 20]",web
"[1480, 1480, 1480, 1480, 1480, 278, 59, -20, -20, -20, -20, -20, -20, -59, -1480, -355, -637, -801, -2940, -453, 20, -51, 55, -20, 1480, 1480, 1480, 1480, 1480, 530, -20, -20, -20, -20, -1480, -633, -1307, -2940, -128, 20, -51, 20, 1480, 1480, 1480, 1480, 1480, 606, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 544, -20, -20, -20, -20, -20, -20, -1480, -645, -550, -51, 20, -1480, -647, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 556, -1480, -671, -1238, -2940, -1203, 20, -14620, 20, -1141, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 508, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 589, -20, -20, -20, -20, -20, -1480, -646, -372, -51, 20, -1480, -637, -434, -51, 20, -1480, -647, -145, -51, 20, -1480, -384, -570, -51, 20, 1480, 1480, 1480, 1480, 1480, 566, 1480, 1480, 1480, 1480, 1480, 530, 1480, 1480, 1480, 1480, 1480, 555, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, -20, 1480, 1480, 1480, 1480, 1480, 607, -20, -20, -20, -1480, -645, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 566, -20, -20, -20, -20, -1480, -648, -561, -51, 20, -1480, -421, -643, -51, 20, -1480, -643, -372, -51, 20, 1480, 1480, 1480, 1480, 1480, 590, -20, -20, -20, -20, -20, -1480, -630, -1306, -646, 20, -1480, -644, -145, -51, 20, 1480, 1480, 1480, 1480, 1480, 543, -20, -20, -1480, -674, -1238, -2940, -1203, 20, -7320, 20, -7320, 20, -1104, 20]",web
"[1460, 1460, 1460, 1460, 1027, 66, -20, -20, -32, -20, -66, -153, 20, 62, -20]",web
"[628, 59, -32, -20, -59, -361, 20]",web
"[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 447, -20, -140, -71, -98, -281, 20, 58, 519, 504, -20, -20, -20, -229, -275, -58, -229, 20, -276, -58, 20, 502, 502, -20, -229, -1472, 20, -68, -58, 20, -229, -1472, -68, -58, 20]",web
"[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 659, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 676, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 273, -20, -20, -20, -20, -20, -32, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 944, -32, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 1165, -20, -20, -20, -20, -32, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1117, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 617]",web
"[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 639, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1050, -20, -20, -32, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 1460, 681, -32, -20, -20, -20, -20, -20, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 873, -20, -20, -20, -20, -32, -20, -918, 20, 1460, 1460, 1460, 1460, 1460, 1117, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 618, -32, -20, -20, -32, -20, -20, -20, -20, -20, -948, 20, 20, -20]",web
"[281, 59, -20, -20, -59, -83, -1480, -53, 32, 20, 20, 55, 55, -20, 281, -20, -20, -1480, -83, -53, -51, 32, 32, 32, 32, -51, 40, -51, 20]",web
"[261, 66, -20, -20, -66, -21920, 20, 62, -1480, -1480, -1480, -14620, -1480, -1480, 32, 20, 32, 20, -17540, -1480, -1480, -1480, 32, 20, 20, -178, -2940, 20, -1480, -1480, -58, -85, 32, 20, 32, 20, -20, 260, -20, -1480, -1480, -1480, -2940, -1480, -1480, -1480, -1480, -2940, -1480, -4400, 32, 20, 32, 20, 32, 20, 32, 20, 20, -11700, -597, -58, 20, 1061, 1116, 978, -20, -20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -427, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 32, 20, 20, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -220, 32, -1480, -1480, -1480, 20, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -668, -58, -1480, -1480, -1480, -1480, -1480, -1480, -1480, 32, 20, 32, 20, 20, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -1480, -58, -539, 32, 20, 32, 20, -1480, -1480, -1480, 32, -1480, -1480, -1480, -2940, -1480, -1480, -4400, -1480, -1480, -5860, 20, 32, 20, 32, 20, 20, -2940, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, 32, 32, 20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -8780, -37, -8780, 20, -7320, -1480, -1480, -13160, 32, 20, 20, -23380, 20, -4400, -1480, -1480, -1480, 32, 20, -1480, -37, -1480, -834, -58, 20]",web
"[32, -28, 20, 22, 63, -20, -20, -300, 20, -20, 20]",web
"[1460, 1460, 417, 1065, -20, -20, -20, -20, -182, -2940, -382, -4400, -626, 20, 62, -519, -1480, -1480, 32, 32, 20, -66, -58, 20, 511, 263, 263, -20, 267, 265, 264, 266, -20, -20, -20, -20, -20, -20, -171, 20, -773, 20, -170, 20, 285, 281, 281, -20, -20, -20, -171, 20, -479, 20]",web
"[1460, 708, -20, -2940, -115, 20]",web
"[1480, 1263, 59, -20, -32, -20, -1480, -649, 32, 32, -148, -51, 32, 32, -59, 20, 55, 751, -20, -20, -1480, -649, 20, -148, -51, 20]",web
"[32, -28, 20, 22, 52, -20, -20, -339, 20, -20, 20]",web
"[32, -28, 20, 22, 52, -20, -20, -435, 20, -20, 20]",web
"[1420, 1420, 1420, 1420, 1420, 810, -20, -20, -20, -4340, -1413, 20]",web
"[32, -28, 20, 22, 58, -20, -20, -156, 20, -20, 20]",web
"[32, -28, 20, 22, 58, -20, -20, -60, 20, -20, 20]",web
"[32, -28, 20, 22, 58, -20, -20, -144, 20, -20, 20]",web
"[32, -32, 20, 537, -20, -133, -4400, -597, 20, -358, -29, 20, 146, 125, 968, 626, -140, -71, -98, 20, 58, -20, -202, -201, 20, -20]",web
"[1203, 1460, 162, -32, -20, -472, 20, 1202, 988, -20, -471, 20, 1202, 756, -20, -471, 20]",web
"[754, 747, -20, -4400, -781, 20]",web
"[32, -32, 20, 537, 20, -20, -133, -4400, -597, 20, -358, -29, -20]",web
"[32, -32, 20, 537, -20, -20, -133, -4400, -597, 20, -358, -29, 20, 146, -20, -140, -71, -89, 20]",web
"[979, 979, 979, 980, 979, 980, 980, -20, -376, -376, 20, -376, -20, -20, -732, 20, -732, 20, 610, 611, 612, -20, -732, 20, 62, -376, 20, -20]",web
"[140, 66, -20, -20, -66, -383, 20, 62, -20]",web
"[681, 66, 627, 716, -20, -20, -12980, 20, -1460, -20, 20, -14420, 20, 62, -2900, 20, -15860, 20, -4340, 20, -20, -17300, 20, -5780, 20, -15860, 20, -2900, -1460, -881, 32, 32, -17300, 40, -4340, -1460, 40, 40, -1460, 32, -1460, -1460, 20, -1460, 20, -1460, -2900, -295, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1275, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1275, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1289, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1274, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1293, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -572, 20, 146, -278, 1298, -476, 20, -51, -20, 20, 20, 20]",web
"[32, -32, 20, 537, -20, -4400, -828, 20, 146, -278, 1328, -476, 20, -51, -20, 20, 20, 20]",web
"[199, 66, -20, -66, 20, -247, -58, 20, 62, -20]",web
"[1420, 572, -20, -641, 20]",web
"[32, -28, 20, 22, 48, -20, -20, -141, 20, -20, 20]",web
"[32, -32, 20, 537, -119, 405, -2900, -1229, 20, 94, -123, 20]",web
"[123, 66, -66, 20, -1131, -58, 20, 62, -20]",web
"[-44, -20, 20, 20, -20]",web
"[1320, 1460, 1460, 1460, 1460, 1460, 1460, 936, -20, -20, -20, -20, -504, 20]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[-51, -20, 20, 20, -20]",web
"[21, -32]",web
"[21, -20]",web
"[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 1460, 572, -20, -20, -32, -20, -20, -20, -918, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 975, -20, -20, -20, -20, -32, -20, -918, 1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 953, -20, -20, -20, -20, -20, -918, 20]",web
"[1460, 1460, 1460, 1460, 1460, 1116, 1460, 1460, 1460, 1460, 787, -20, -20, -32, -20, -20, -32, 1460, -20, -918, 20]",web
"[32, -28, 22, 64, -20, -20, -199, 20, -20, 20]",web
"[32, -32, 20, 537, -119, 500, -1460, -1460, -1229, 20, 94, -123, 20]",web
"[32, -32, 20, 537, -5860, -485, 20, 178, 125, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 962, 1460, -20, -20, -20, -20, -32, -20, -20, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1040, -71, -89, 20, -113, -130, -62, 20, -628, -20, 1460, 1460, -20, -20, -20, -20, -32, -20, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1269, -32, -20, -20, -20, -20, -75, -75, 20, -20, -75, -62, 20, -75, -185, -62, 20, -312, 20, -20, -20, -20, -20, -20, -20, -20, -20, -75, -75, -75, -62, 32, 20, 20, -185, -62, 20, -181, 20, -181, -181, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1460, 1460, 474, -20, -20, -20, -20, -20, -20, -240, -62, 20, -337, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 897, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1062, -20, -32, -20, -20, -20, -20, -75, -62, -75, -75, -20, -20, -20, -20, -20, 32, 32, 20, -75, -130, -62, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1199, -205, 20, -314, 20, -20, -20, -20, -20, -20, -185, -62, 20, -181, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 980, -20, -20, -20, -20, -32, -20, -75, -75, -75, -62, 32, 20, 20, -336, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 905, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1195, -20, -32, -20, -20, -20, -20, -185, -62, 20, -20, -20, -20, -20, -20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1259, -185, -62, 20, -614, 20, -20, -20, -32, -20, -20, -20, -130, 20, -75, -62, 20, -181, 20, -314, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1294, -32, -20, -20, -20, -20, -20, -75, -130, -62, 20, -181, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 546, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1176, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1157, -20, -32, -20, -20, -20, -20, -20, -75, -130, -75, -75, -62, 32, 20, 20, -335, 20, -20, -20, -20, -20, -185, -62, 20, -32, -20, -20, -20, -20, -20, -185, -62, 20, -203, -180, 20, 1460, 1460, 1460, 1460, 758, 1460, 1460, 1460, 1460, 1460, 1460, 99, -20, -20, -20, -20, -20, -20, -240, -62, 20]",web
"[1460, 1460, 1460, 1460, 1233, 66, -20, -20, -20, -20, -66, 20, -2940, -737, -106, 20, 62, -1480, -1480, -1234, -493, -2940, -1178, 20, -108, -1480, -1480, -1234, 20, -1000, -1480, -1480, -1178, -108, -1480, -1480, -1232, -1480, -1480, -1178, -108, -1480, -1480, -1234, -72, 20, -1480, -1480, -1178, -108, -1480, -1480, -1232, -1480, -1480, -1178, -108, -1480, -1480, -1234, -72, -1480, 20, -1480, -1178, -108, -1480, -1480, -1232, -1480, -1480, -1178, -108, -1480, -1480, -401, -58, 20, -20, 1460, 1460, 1460, 1460, 1460, 408, 1460, 450, -20, -20, -20, -20, -20, -20, -2940, -431, 20]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32]",web
"[21, -32, 1460, 1460, 1379, 66, -20, -20, -20, -20, -66, -93, -1460, -517, 20, 62, 1152, -20, -65, -101, 20]",web
"[32, -32, 20, 608, -20, -170, 71, -20, -89, 20]",web
"[32, -32, 20, 607, -20, -5860, -1216, 20, 178, -20, -362, -89, 20]",web
"[32, -32, 20, 537, -5860, -452, 20, 113, -71, -89, 20]",web
"[32, -32, 20, 606, -20, -5780, -1296, 20, 178, -20, -362, -89, 20, 125, 58, 1420, 1420, 543, -20, -58, -20, -20, -1460, -114, 20]",web
"[32, -32, 20, 537, -5860, -485, 20, 178, -71, -89, 20]",web
"[32, -32, 20, 537, -5860, -485, 20, 178, -71, -89, 20]",web
"[254, 59, -20, -20, -59, 108, 108, -20, -1371, -53, -51, 20, 55, -20, -1371, -53, -51, 20, -20, 284, -20, -1480, -428, -722, -51, 20, -1480, -224, -53, -51, 20, 108, -20, -417, -51, 20, 291, 331, -20, -20, -1480, -82, -53, -51, -1480, -82, -84, 20, 280, 232, 280, -20, -1480, -82, -53, -51, -1480, -83, -53, -51, 20, -1480, -83, -53, -51, 20, 268, 315, -20, -1480, -82, -53, -51, 20, -1480, -261, -84, 20, 108, -1371, -53, -51, 20, 103, -51, 32, -1480, -355, -1390, -1480, -1316, -51, 20, 105, 254, -20, -1480, -456, -712, -51, 20, 280, -1480, -83, -53, -51, 20, 330, -1480, -82, -53, -51, 20, -1480, -223, -53, -51, 20, 314, -1480, -82, -53, -51, 20, 267, -20, -1480, -262, -53, -51, 20, 108, -20, -1371, -53, -51, 20, 55, 103, -20, -20, -1480, -512, -924, -1480, -721, -51, 20, 110, 254, -20, -1357, -53, -51, 20, -20, 105, 280, -20, -1480, -440, -698, -51, 20, -1480, -83, -84, 20, 331, -1480, -82, -53, -51, 20, -1480, -222, -53, -51, 20, 315, -1480, -82, -53, -51, 20, 268, -20, -1480, -261, -53, -51, 20]",web
